Sie hat ihre Aufgabe erfüllt.;;;Она выполнила свою задачу.;;
Die Aufgabe der Stadt war unvermeidbar.;;;Сдача города была неизбежна.;;
Er bereut die Aufgabe seines Geschäfts.;;;Он сожалеет об отказе от своего бизнеса.;;
Die Abgabe der Steuererklärung ist bis Ende März.;;;Сдача налоговой декларации до конца марта.;;
Die Abgaben wurden erhöht.;;;Налоги были повышены.;;
Sie musste hohe Abgaben zahlen.;;;Ей пришлось платить высокие налоги.;;
Laut seinen Angaben war er zu Hause.;;;Согласно его утверждениям, он был дома.;;
Bitte füllen Sie alle Angaben aus.;;;Пожалуйста, заполните все данные.;;
Diese Angaben sind unvollständig.;;;Эти данные неполные.;;
Unsere monatlichen Ausgaben sind zu hoch.;;;Наши ежемесячные расходы слишком высоки.;;
Kontrollieren Sie Ihre Ausgaben.;;;Контролируйте свои расходы.;;
Die neue Ausgabe der Zeitschrift ist erschienen.;;;Вышел новый выпуск журнала.;;
Er hat eine limitierte Ausgabe des Buches.;;;У него ограниченное издание книги.;;
Die Eingabe der Daten dauert lange.;;;Ввод данных занимает много времени.;;
Bitte überprüfen Sie Ihre Eingabe.;;;Пожалуйста, проверьте ваш ввод.;;
Er hat eine Eingabe bei Gericht gemacht.;;;Он подал заявление в суд.;;
Die Eingabe wurde abgelehnt.;;;Запрос был отклонён.;;
Das Ergebnis der Prüfung war gut.;;;Результат экзамена был хорошим.;;
Wir warten auf die Ergebnisse der Untersuchung.;;;Мы ждём результатов исследования.;;
Das Endergebnis steht noch aus.;;;Окончательный результат ещё не известен.;;
Sie arbeitet mit großer Hingabe.;;;Она работает с большой самоотдачей.;;
Seine Hingabe zur Musik ist bewundernswert.;;;Его преданность музыке восхитительна.;;
Mit Hingabe widmet er sich seinen Kindern.;;;С преданностью он посвящает себя своим детям.;;
Die Umgebung des Hotels ist sehr schön.;;;Окрестности отеля очень красивые.;;
In dieser Umgebung fühle ich mich wohl.;;;В этой обстановке я чувствую себя комфортно.;;
Die natürliche Umgebung muss geschützt werden.;;;Природное окружение должно быть защищено.;;
Die Übergabe des Geschenks findet morgen statt.;;;Вручение подарка состоится завтра.;;
Bei der Übergabe des Hauses gab es Probleme.;;;При передаче дома возникли проблемы.;;
Die Übergabe der Macht verlief friedlich.;;;Передача власти прошла мирно.;;
Die Vergabe der Aufträge erfolgt nächste Woche.;;;Распределение заказов произойдёт на следующей неделе.;;
Bei der Vergabe der Preise gab es einen Fehler.;;;При выдаче призов произошла ошибка.;;
Die Vergabe von Krediten wurde eingeschränkt.;;;Выдача кредитов была ограничена.;;
Er arbeitet nach den Vorgaben des Chefs.;;;Он работает по указаниям босса.;;
Die Vorgaben sind streng.;;;Требования строгие.;;
Sie hat alle Vorgaben erfüllt.;;;Она выполнила все установки.;;
Die Wiedergabe der Musik ist exzellent.;;;Воспроизведение музыки превосходное.;;
Eine genaue Wiedergabe seiner Worte ist schwierig.;;;Точная передача его слов затруднительна.;;
Die Wiedergabe startet automatisch.;;;Воспроизведение начинается автоматически.;;
Die Zugabe von Salz verbessert den Geschmack.;;;Добавление соли улучшает вкус.;;
Eine kleine Zugabe würde nicht schaden.;;;Небольшое добавление не повредит.;;
Das Publikum forderte eine Zugabe.;;;Публика требовала бис.;;
Die Band spielte zwei Zugaben.;;;Группа исполнила два биса.;;
Gott ist ein gnädiger Vergeber der Sünden.;;;Бог — милостивый прощающий грехи.;;
Er ist der Vergeber von Aufträgen in der Firma.;;;Он распределяет заказы в компании.;;
Seine Nachgiebigkeit wird oft ausgenutzt.;;;Его уступчивостью часто пользуются.;;
Zu viel Nachgiebigkeit ist nicht immer gut.;;;Слишком большая уступчивость не всегда хороша.;;
Seine Freigebigkeit kennt keine Grenzen.;;;Его щедрость не знает границ.;;
Wir bewundern ihre Freigebigkeit.;;;Мы восхищаемся её щедростью.;;
null;;;Wortfamilie GEBEN Adjektive und Adverbein;;0
Die abgegebenen Unterlagen wurden überprüft.;;;Сданные документы были проверены.;;
Das abgegebene Versprechen muss eingehalten werden.;;;Данное обещание должно быть выполнено.;;
Die angegebenen Daten stimmen nicht.;;;Указанные данные неверны.;;
Folgen Sie den angegebenen Anweisungen.;;;Следуйте указанным инструкциям.;;
Er ist ein angegebener Mensch.;;;Он хвастливый человек.;;
Sie ist sehr angegeben.;;;Она очень хвастлива.;;
Der aufgegebene Brief sollte morgen ankommen.;;;Отправленное письмо должно прийти завтра.;;
Das aufgegebene Projekt wurde später wieder aufgenommen.;;;Заброшенный проект был позже возобновлён.;;
Das ausgegabene Geld kann nicht zurückgefordert werden.;;;Потраченные деньги нельзя вернуть.;;
Die ausgegebenen Anweisungen waren unklar.;;;Выданные инструкции были неясны.;;
Die eingegebenen Daten wurden gespeichert.;;;Введённые данные были сохранены.;;
Das eingegebene Passwort ist falsch.;;;Введённый пароль неверен.;;
Es war ein ergiebiges Gespräch.;;;Это был продуктивный разговор.;;
Der Boden ist sehr ergiebig.;;;Почва очень плодородна.;;
Die Mine ist ergiebig an Gold.;;;Шахта богата золотом.;;
Wir haben ausgiebig gefeiert.;;;Мы основательно отпраздновали.;;
Nach einem ausgiebigen Frühstück gingen wir spazieren.;;;После обильного завтрака мы пошли гулять.;;
Er hat das Thema ausgiebig recherchiert.;;;Он основательно исследовал эту тему.;;
Er ist sehr freigebig mit seinem Geld.;;;Он очень щедр на деньги.;;
Sie ist eine freigebige Gastgeberin.;;;Она щедрая хозяйка.;;
Er war freigebig mit Lob.;;;Он был щедр на похвалу.;;
Sie kümmert sich hingebungsvoll um ihre Kinder.;;;Она самоотверженно заботится о своих детях.;;
Er arbeitet hingebungsvoll an seinem Projekt.;;;Он с преданностью работает над своим проектом.;;
Sie spielte hingebungsvoll Klavier.;;;Она самозабвенно играла на пианино.;;
Er ist sehr nachgiebig mit seinen Kindern.;;;Он очень уступчив со своими детьми.;;
Sei nicht zu nachgiebig!;;;Не будь слишком уступчивым!;;
Das Material ist weich und nachgiebig.;;;Материал мягкий и податливый.;;
Der Boden ist nach dem Regen nachgiebig.;;;Почва после дождя податливая.;;
Die umgebenden Berge sind wunderschön.;;;Окружающие горы восхитительны.;;
Die umgebende Natur bietet viele Möglichkeiten.;;;Окружающая природа предлагает много возможностей.;;
Er versuchte vergebens, sie zu überzeugen.;;;Он тщетно пытался убедить её.;;
Alle Mühe war vergebens.;;;Все усилия были напрасны.;;
Ich habe vergebens auf ihn gewartet.;;;Я напрасно ждал его.;;
Es war ein vergeblicher Versuch.;;;Это была тщетная попытка.;;
Seine Bemühungen waren vergeblich.;;;Его усилия были напрасны.;;
Sie wartete vergeblich auf eine Antwort.;;;Она тщетно ждала ответа.;;
Wir müssen uns an die vorgegebenen Regeln halten.;;;Мы должны придерживаться предписанных правил.;;
Der vorgegebene Zeitplan ist zu eng.;;;Заданный график слишком напряжённый.;;
Die vorgegebene Richtung muss eingehalten werden.;;;Заданное направление должно соблюдаться.;;
Zugegeben, ich habe einen Fehler gemacht.;;;Признаюсь, я совершил ошибку.;;
Das ist zugegeben eine schwierige Situation.;;;Это, признанно, сложная ситуация.;;
Die zugegebenen Gewürze verbessern den Geschmack.;;;Добавленные специи улучшают вкус.;;
Mit zugegebenen Mitteln wurde das Ergebnis verbessert.;;;С добавленными средствами результат был улучшен.;;
null;;;Wortfamilie GEBEN Aussage;;0
Es gibt viele Möglichkeiten.;;;Есть много возможностей.;;
Gibt es hier ein Restaurant?;;;Здесь есть ресторан?;;
Es gibt nichts Neues unter der Sonne.;;;Нет ничего нового под солнцем.;;
Ich gebe auf!;;;Я сдаюсь!;;
Gib niemals auf!;;;Никогда не сдавайся!;;
Es ist zu spät, um aufzugeben.;;;Слишком поздно сдаваться.;;
Gib mir Bescheid, wenn du ankommst.;;;Дай мне знать, когда приедешь.;;
Er hat uns rechtzeitig Bescheid gegeben.;;;Он своевременно сообщил нам.;;
Gib auf die Kinder Acht!;;;Следи за детьми!;;
Man muss im Verkehr gut Acht geben.;;;В движении нужно быть очень внимательным.;;
Gib endlich Ruhe!;;;Наконец успокойся!;;
Die Kinder wollen keine Ruhe geben.;;;Дети не хотят успокаиваться.;;
Du musst mehr Gas geben, sonst kommen wir zu spät.;;;Тебе нужно прибавить газу, иначе мы опоздаем.;;
Er gab Gas und überholte den LKW.;;;Он прибавил газу и обогнал грузовик.;;
Kannst du mir Feuer geben?;;;Можешь дать прикурить?;;
Die Soldaten bekamen den Befehl, Feuer zu geben.;;;Солдаты получили приказ открыть огонь.;;
Ich habe mein Bestes gegeben.;;;Я сделал всё возможное.;;
Wenn du dein Bestes gibst, kannst du es schaffen.;;;Если ты сделаешь всё возможное, ты сможешь это сделать.;;
Nach stundenlangem Kampf gab er sich geschlagen.;;;После многочасовой борьбы он признал себя побеждённым.;;
Ich gebe mich noch nicht geschlagen!;;;Я ещё не признаю себя побеждённым!;;
Er gab mir zu verstehen, dass er nicht einverstanden ist.;;;Он дал мне понять, что не согласен.;;
Sie hat mir deutlich zu verstehen gegeben, dass sie kein Interesse hat.;;;Она ясно дала мне понять, что не заинтересована.;;
Ich möchte zu bedenken geben, dass wir nicht genug Zeit haben.;;;Я хотел бы заставить задуматься о том, что у нас недостаточно времени.;;
Der Arzt gab zu bedenken, dass die Operation riskant sei.;;;Врач заставил задуматься о том, что операция рискованна.;;
Er gibt mir die Schuld an dem Unfall.;;;Он винит меня в аварии.;;
Gib dir nicht selbst die Schuld!;;;Не вини себя!;;
Sie gab zu erkennen, dass sie interessiert war.;;;Она дала понять, что была заинтересована.;;
Er hat seine Absichten nicht zu erkennen gegeben.;;;Он не дал понять свои намерения.;;
Ich muss dir Recht geben.;;;Я должен признать твою правоту.;;
Ich gebe dir mein Wort.;;;Я даю тебе слово.;;
Deine Stimme hat den Ausschlag gegeben.;;;Твой голос имел решающее значение.;;
In dieser Gruppe gibt er den Ton an.;;;В этой группе он задаёт тон.;;
Der Zeuge gab zu Protokoll, dass er nichts gesehen hat.;;;Свидетель дал показания, что ничего не видел.;;
Kannst du mir eine ehrliche Antwort geben?;;;Можешь ли ты дать мне честный ответ?;;
Ich gebe Ihnen hiermit zur Kenntnis, dass ich kündige.;;;Настоящим довожу до вашего сведения, что я увольняюсь.;;
Der Chef hat mir freie Hand gegeben.;;;Босс дал мне свободу действий.;;
Sein Verhalten gab Anlass zur Sorge.;;;Его поведение давало повод для беспокойства.;;
Er gibt sich viel Mühe mit der Arbeit.;;;Он очень старается с работой.;;
Nach langem Streit hat er klein beigegeben.;;;После долгого спора он уступил.;;
Kannst du mir einen Rat geben?;;;Можешь дать мне совет?;;
